10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4S(=O)(=O)c5c3cccc5Cl)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4cccc(c4Oc5c3cccc5Cl)Cl)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5c6ccccc6)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5Cl)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4S(=O)(=O)c5c3cccc5)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)C3c4ccccc4S(=O)(=O)c5c3cccc5)O
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5C(F)(F)F)O)F
-30.2831,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)Cc3c(cccc3Cl)Cl)O
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4C(c5c3cccc5)(C)C)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Sc5c3cccc5Cl)O)F
-28.0819,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5C)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5OC)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)[C@H](C)Oc3cc(c(cc3Cl)Cl)OC)O)F
-11.369,Cc1cn(c(=O)[nH]c1=O)Cc2ccccc2COC(c3ccccc3)(c4ccccc4)c5ccccc5
-11.9394,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5)O)F
10000000000.0,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4cccc(c4Oc5c3cccc5C)C)O)F
-30.5534,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Oc5c3cccc5)O
-32.9787,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Cc5c3cccc5)O
-6.3076,CCc1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Sc5c3cccc5)O)F
-27.1031,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)C3c4ccccc4Sc5c3cccc5)O
-24.1862,Cc1cn(c(=O)[nH]c1=O)C2CC(C(O2)CO)O
-28.1479,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)C3c4ccccc4N(c5c3cccc5)C)O
-30.0261,CCc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=O)C3c4ccccc4-c5c3cccc5)O
-18.9615,c1ccc(cc1)Nc2nc3c(c(n2)O)ncn3CCCCN4CCCC5C4CCCC5
