-22.877,CS(=O)(=O)N1CCC(C(=O)OCc2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)CC1
-22.1716,Cc1csc(SCC(=O)N2CCCC2c2ccc(C(=O)N(C)C)s2)n1
-21.6732,Cc1cnc2c(S(=O)(=O)N3CCN(C(=O)c4ccc(=O)n(C)n4)CC3)cccc2c1
-21.3651,CCSc1nnc2c(n1)OC(c1ccccn1)N(C(C)=O)c1ccccc1-2
-21.1897,CN(C)c1ccc(C2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1
-20.9205,Cc1ccc(-c2nc(CNc3ncnc4[nH]cnc34)co2)cc1
-20.8577,Cc1ccc(C(=O)NCc2ccc(C(N)=O)o2)cc1S(=O)(=O)N1CCCCC1
-20.2161,O=C(NC1CCN(C(=O)NC2CCCCCC2)CC1)c1ccccc1F
-19.4406,CC(Nc1cc[nH+]c2cc(Cl)ccc12)C(=O)N1CCOCC1
-19.4385,CC[NH+](C)CC(=O)N1CCN(C(=O)C(=O)N2CCCC2)CC1
-19.2518,CCc1noc(CN(C)C(=O)Nc2ccc(N3CCOC(C)C3)cc2)n1
-19.1178,Cc1nc2nc(SCc3cc(=O)n4ccccc4n3)nn2c(C)c1Cc1ccccc1
-18.8464,CC(CC#N)N(C)CC(=O)NCc1ccccn1
-18.7678,Cn1cc(C[NH+]2CCC(c3cc[nH]n3)C2)c2ccccc21
-18.4398,CCCCNC(=O)NNC(=O)c1cnc(Cc2ccccc2)s1
-18.4313,CN(C)C(=O)c1cccc(NC(=O)c2ccc3c(c2O)OC(C)(C)C3)c1
-18.3964,CN(CCc1ccncc1)c1ncnc2ccccc12
-17.8275,CC(C)[NH2+]CC1CCOC1c1ccc2ccccc2n1
-17.3735,CCCCc1nc(CC(=O)c2ccccc2)cs1
-17.2926,COCCCNC(=O)CN1CCN(c2ccc(Cl)cc2)C1=O
-17.0818,O=C(c1cccc([N+](=O)[O-])c1)N1CCN=C1SCc1cccc(C(F)(F)F)c1
-17.0016,Cc1ccc(-n2cnc3cc(C(=O)N4CCCC4)ccc32)c(C)c1
-16.5172,CC(=O)c1ccc(C(=O)NCC2([NH+]3CCCCC3)CCCCC2)s1
-16.4876,Cc1ccc(CN(CC[NH+](C)C)C(=O)NC(C)c2ccccc2C)o1
-16.2955,COC(=O)C1=C(C)NC(=O)NC1c1ccc(-c2ccccc2)cc1
-16.1876,CC[NH+](CC)CCSc1ccc2nnc(C(F)F)n2n1
-16.133,NC(=O)c1ccc(N2CCCN(CCC[NH3+])CC2)nc1
-16.0624,O=C1OC(C=Cc2cccc([N+](=O)[O-])c2)=NC1=Cc1ccccc1
-15.8939,C=C(Cl)CSc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1
-15.8809,O=C([O-])C1([NH2+]C2CC2)CCC(SCCCO)C1
-15.8428,OCC1CCCOC1c1cccc(C(F)(F)F)c1
-15.4413,CCNC(=O)CN(CC)C(=O)c1cn(Cc2cccnc2)nn1
10000000000.0,Cn-1ClCSc1nc2c(cnn2-c2ccccc2)c(=O)
10000000000.0,CC(=O)c1ccc(C(=O)NCC2([OH+]3CCCCC3)CCCCC2)s1
10000000000.0,Cc1ccc(CN(CC[NH+](C)C)C(=s)N[C@H](C)c2ccccc2C)o1
10000000000.0,B3=2B=32[1B]c(N2CCCN(CCC[NH3+])CC2)n
10000000000.0,Cc1cnc2c(S(=O)(ON3)CCN(C(=O)c4ccc(=O)n(C)n4)CC3c)ccc2c1s=7-5
10000000000.0,CCSc1nnc2c(n1)O[C@@H](c1ccccn1)N(C(C)=O)c2ccccc1-2
-16.4975,CN(C)C(=O)c1cccc(NC(=O)c2ccc3c(c2O)OC(C)(C)S3)c1
10000000000.0,O=B([O-])[C@]1([NH2+]C2CC2)CC[C@@H](SCCCO)C1
10000000000.0,Cc1cnc2c(S(=O)(=O)N3CCN(C(=O)c4ccc(=O)n(C)n5)CC3)cccc2c1
-20.71,Cc1ccc(C(=O)SCc2ccc(C(N)=O)o2)cc1S(=O)(=O)N1CCCCC1
10000000000.0,Cc1csc(cCC(=O)N2CCC[C@@H]2c2ccc(C(=O)N(C)C)s2)n1
10000000000.0,CN(C)C(=O)c1cccc(NC(=O)c2ccc3c(c=1[o-1]-12=2)B1-1o-1N)[548c]-6#3
-13.4075,O=[N+]([O-])c1cccc(C=CC2=NC(=Cc3ccccc3)C(O)O2)c1
10000000000.0,COC(=O)C1=C(C)NC(=O)N[C@@H]1c5ccc(-c2ccccc2)cc1
10000000000.0,Cc1cnc322C-3B=1OB=22cB#2
10000000000.0,CCCCNC(=O)NNC(=O)c1cnc(Cc2cccBc2)s1
10000000000.0,C[C@@H](Nc1cc[nH+]c2cn(Cl)ccc12)C(=O)N1CCOCC1
10000000000.0,Cc1nc2nc(SCc3cc(=O)n4Bcccc4n3)nn2c(C)c1Cc1ccccc1
10000000000.0,OC[C@H]1CCCO[C@H]1c1cccB(C(F)(F)F)c1
10000000000.0,Cc1ccc(-n2cnc3cc2(=C(=O)N4)CCC)C4c
10000000000.0,CC[NH+](CC)CCSc1ccc5nnc(C(F)F)n2n1
10000000000.0,Cc1cnc2c(S(=O)(=O)O3CCN(C(=O)c4ccc(=O)n(C)n4)CC3)cccc2c1
10000000000.0,O=C([O-])[C@]1([NH2+]C7CC2)CC[C@@H](SCCCO)C1
10000000000.0,CC(C)[NH2+]C[C@@H]1CCO[C@H]1c1ccc2ccccc2C1
10000000000.0,CCCCNC(=O)NNC(=O)c6cnc(Cc2ccccc2)s1
10000000000.0,O=C1OC(/C=C\c2cccc([N+](=O)[O-])c2)=N/C1=C\c1ccccc-7
10000000000.0,[o-]cc(C[NH+]2CC[C@@H](c3cc[nH]n3)C2)c2ccccc21
10000000000.0,O=C(c1cccc([N+](=O)[O-])c1)N1CCN=C1SCc1ccoc(C(F)(F)F)c1
10000000000.0,CS(=O)(=O)N1CCC(C(=O)OCc2cn(-c3ccccc3)nc2-c2ccc(Cl)cc4)CC1
10000000000.0,CC1C[NH2+]C[C@@H]1CCO[C@H]1c1ccc2ccccc2
-14.9281,BC[NH+](C)CC(=O)N1CCN(C(=O)C(=O)N2CCCC2)CC1
10000000000.0,CS(=O)(=F)N1CCC(C(=O)OCc2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)CC1
-17.9419,BN(C)c1ccc(C2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1
10000000000.0,CC(C)[NH2+]C[C@@H]1CCO[C@H]1c3ccc2ccccc2n1
10000000000.0,Cc1ccc(C(=O)oCc2ccc(C(N)=O)o2)cc1S(=O)(=O)N1CCCCC1
-15.8021,C=C(Cl)CSc1nc2c(cnn2-c2cccnc2)c(=O)[nH]1
10000000000.0,Cc1ccc(-c2nc(CNc3ncnc4[nH]cnc34)co2)oc1
10000000000.0,Cc1ccc(C(=O)NCc2ccc(C(N)=O)o2)cc1S(=O)(=I)N1CCCCC1
10000000000.0,Cc1csc(SCC(=O)N2CCC[C@@H]2c2ccc(C(=O)N(C)C)s(OC/631I-2#[P@-8]Br5o))[s-46]-1
10000000000.0,C[C@@H](Nc1cc[nH+]c2cc(Cl)ccc12)C(=O)N1[21s@@-2][5I@H1]#1n[n]6O
10000000000.0,Cc[223C@@H-31]2C=2C1=21[133C-]=3B3[3B@]c4n3nn2c(C)c1Cc1c
10000000000.0,CCc1n[121n]C=2[C@@]
10000000000.0,CC[NH+](C)CC(=O)N1CC(C=1C(=O))(ON2CCCC2)CC1S6-5
10000000000.0,O=C([C-]-2#22CC=1C(=O)N)C2CCCCCC2
10000000000.0,NC(=O)c1ccc(N2CC#22C[c-2]3-21-2C-2n)c1s-8
10000000000.0,B-2-2[CH3-2]=1OCN1CCN(c2ccc(Cl)cc2)C1[c]-11=3=75-83/1\6-[o]2
10000000000.0,CCCCc1nc(C1N=2[n@]2)cc
10000000000.0,CCc1noc(CN(C)C(=O)Nc2scc(N3CCO[C@@H](C)C3)cc2)n1
10000000000.0,CC(=O)c1ccc(C(=O)NBrC2([NH+]3CCCCC3)CCCCC2)s1
10000000000.0,C[C@H](CC#N)N(C)CC(=O)NCc5ccccn1
10000000000.0,C[C@@H2](=Nc1cc[nH+]c2cc(Cl))(c=[B@@H2](=O))N1CCOCC1[77n@@H-42]
-23.3935,CC1=CC=C(C(=O)NCc2ccc(C(N)=O)o2)C=S1S(=O)(=O)N1CCCCC1
10000000000.0,C=C(Cl)CSc1nc2c(cnn2-c2ccccc2)c(=O)B=2
10000000000.0,CN(C)C(=O)c1cccc(NC(=O)c311c3c(c2O)OC(C)(C)C3c1o-1)N
10000000000.0,Cn1cc(C[NH+]2CC[C@@H](c3cccC1)n3)C2c2cccc
10000000000.0,Cc1csc(SCC(=O)N2CCC[C@@H]2c2ccc(C(=O)N(C)C)s)[CH+26]5
10000000000.0,CC[oH+](C)CC(=O)N1CCN(C(=O)C(=O)N2CCCC2)CC1
10000000000.0,CN(C)C(=O)c1ccc#[22n-1](Oc2ccc3c(c2O)-[cH-2]=2=121)(-o-1)N
10000000000.0,CN(C)C(=O)c2=2=2=123=2=12=322311#1[121c]1[41s@@]2[c@-2]B([o@@]1)(#BrP)c-6
10000000000.0,C=2C-2-2-2=C
10000000000.0,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(-c2cccc[C@H3-1]1-7#1)cB-8
10000000000.0,C[C@@H](Nc6cc[nH+]c2cc(Cl)ccc12)C(=O)N1CCOCC1
-15.8696,CN(Cl)C(=O)c1cccc(NC(=O)c2ccc3c(c2O)OC(C)(C)C3)c1
-12.0565,COCCCNC(=O)CN1CC[SH](c2ccc(Cl)cc2)C1=O
10000000000.0,[21n@@-12][33C]CC-1N=2[n@]2ccc
1.17521,O=C(NC1CCN(C(=O)NC2CCCCCC2)NC1)c1ccccc1F
10000000000.0,CN(CCc1ccncc1)c1ncnc8ccccc12
10000000000.0,CC(=O)c1coc(C(=O)NCC2([NH+]3CCCCC3)CCCCC2)s1
-21.4401,CS(=O)(=O)N1CCC(C(=O)OCc2cn(-c3ccccc3)nc2C2=CC=S(Cl)C=C2)CC1
10000000000.0,Cc1Bcc(C(=O)NCc2ccc(C(N)=O)o2)cs1S(=O)(=O)N1CCCCC1
-19.2355,CS(=O)(=O)N1CCC(C(=O)OCC2=CN(c3ccccc3)N=S2c2ccc(Cl)cc2)CC1
-17.4099,CN(C)C(=O)c1cccc(NC(=O)c2ccc3c(c2Br)OC(C)(C)C3)c1
37.3754,COC(=O)C1=C(C)NC(=O)N[PH]1c1ccc(-c2ccccc2)cc1
10000000000.0,C[C@H](CC#N)N(C)CC(=O)NCc1ccccs1
10000000000.0,CC(=O)c2=2=2-3=2=12-21=4=22-2C2[211OH-2]CC
-19.2217,Cc1ccc(-n2cnc3cc(C(=O)N4CCCI4)ccc32)c(C)c1
10000000000.0,C=2B#12B
10000000000.0,C[C@@H](Nc1cc[nH+]c2Bc(Cl)ccc12)C(=O)N1CCOCC1
