100,-24.5988
200,-24.5988
300,-30.6128
400,-30.6128
500,-33.6392
600,-40.825
700,-40.825
800,-40.825
900,-40.825
1000,-40.825
1100,-40.825
1200,-40.825
1300,-40.825
1400,-40.825
1500,-40.825
1600,-40.825
1700,-40.825
1800,-40.825
1900,-40.825
2000,-40.825
2100,-40.825
2200,-40.825
2300,-40.825
2400,-40.825
2500,-40.825
2600,-40.825
2700,-40.825
2800,-40.825
2900,-40.825
3000,-40.825
3100,-40.825
3200,-40.825
3300,-40.825
3400,-40.825
3500,-40.825
3600,-40.825
3700,-40.825
3800,-40.825
3900,-40.825
4000,-40.825
4100,-40.825
4200,-40.825
4300,-40.825
4400,-48.3922
4500,-48.3922
4600,-48.3922
4700,-48.3922
4800,-48.3922
4900,-48.3922
5000,-48.3922
5100,-48.3922
5200,-48.3922
5300,-48.3922
5400,-48.3922
5500,-48.3922
5600,-48.3922
5700,-48.3922
5800,-48.3922
5900,-48.3922
6000,-48.3922
6100,-48.3922
6200,-48.3922
6300,-48.3922
6400,-48.3922
6500,-48.3922
6600,-48.3922
6700,-48.3922
6800,-48.3922
6900,-48.3922
7000,-48.3922
7100,-48.3922
7200,-48.3922
7300,-48.3922
7400,-48.3922
7500,-49.3703
7600,-49.3703
7700,-49.3703
7800,-49.3703
7900,-49.3703
8000,-49.3703
8100,-49.3703
8200,-49.3703
8300,-49.3703
8400,-49.3703
8500,-49.3703
8600,-49.3703
8700,-49.3703
8800,-49.3703
8900,-49.3703
9000,-49.3703
9100,-49.3703
9200,-49.3703
9300,-49.3703
9400,-49.3703
9500,-49.3703
9600,-49.3703
9700,-49.3703
9800,-49.3703
9900,-49.3703
10000,-49.3703
